Stature,Arm length,Shoulder breadth (bi-deltoid),Head breadth,Head depth,Head circumference,Neck base circumference,Chest circumference,Waist circumference,Hip circumference,Body mass,Crotch height,Thigh circumference,Face length,Nasal root breadth,Nose length,Nose bridge length,Nasal tip protrusion,Nose width,Bigonial breadth,Bitragion breadth,Nasal root protrusion,Relative Nasal Tip Protrusion
1971.0,669.0,506.0,154.0,195.0,589.0,511.0,970.0,944.0,1116.0,90.9,915.0,625.0,120.0,26.169,55.503,45.083,20.556,38.971,119.807,163.579,16.971,37.036
1570.0,563.0,408.0,147.0,181.0,546.0,418.0,943.0,790.0,1039.0,63.7,726.0,596.0,115.0,27.068,48.482,38.565,18.847,35.275,108.104,146.781,14.431,38.875
1855.0,674.0,500.0,148.0,192.0,558.0,525.0,1095.0,1037.0,1053.0,99.4,851.0,624.0,126.0,29.112,51.786,46.471,22.33,37.252,141.6,148.521,13.66,43.12
1871.0,645.0,443.0,143.0,192.0,569.0,478.0,1141.0,1080.0,1210.0,100.7,860.0,728.0,122.0,26.108,52.521,42.269,19.824,36.599,122.324,159.109,15.287,37.744
1553.0,505.0,354.0,145.0,167.0,520.0,375.0,810.0,710.0,865.0,48.3,711.0,516.0,100.0,26.441,43.737,37.8,18.277,36.639,134.116,144.833,11.795,41.789
1734.0,577.0,408.0,142.0,193.0,565.0,414.0,860.0,729.0,1005.0,59.5,806.0,576.0,109.0,25.908,51.042,43.282,19.757,33.858,111.966,143.796,14.078,38.706
1748.0,607.0,443.0,143.0,190.0,561.0,474.0,865.0,739.0,879.0,61.3,796.0,522.0,117.0,27.16,54.976,46.713,21.007,38.826,107.813,144.482,13.671,38.211
1858.0,655.0,479.0,159.0,191.0,565.0,442.0,903.0,800.0,993.0,73.6,882.0,590.0,123.0,23.257,52.437,44.262,21.62,32.993,111.457,155.411,15.273,41.231
1773.0,637.0,481.0,145.0,196.0,566.0,476.0,1026.0,924.0,1036.0,80.7,853.0,624.0,132.0,25.803,54.28,45.024,21.682,34.155,117.204,146.201,16.356,39.944
1672.0,583.0,445.0,147.0,196.0,572.0,475.0,1180.0,1070.0,1111.0,95.6,791.0,657.0,116.0,25.629,51.064,45.852,22.069,36.339,124.609,149.967,13.245,43.219
1683.0,580.0,430.0,143.0,177.0,531.0,429.0,1026.0,747.0,1020.0,68.2,812.0,575.0,115.0,26.184,53.428,45.709,20.586,33.016,108.915,141.721,15.198,38.53
1895.0,688.0,455.0,155.0,187.0,552.0,458.0,1017.0,939.0,1039.0,88.5,956.0,556.0,118.0,27.705,46.528,40.669,21.435,40.272,118.311,158.642,15.606,46.069
1874.0,637.0,458.0,155.0,202.0,600.0,462.0,920.0,801.0,960.0,75.6,878.0,559.0,137.0,27.669,58.895,51.435,22.642,36.098,119.289,159.892,14.559,38.445
1796.0,615.0,486.0,150.0,186.0,558.0,481.0,1060.0,1011.0,1029.0,87.2,792.0,586.0,115.0,27.463,48.524,39.639,18.556,34.619,128.332,152.217,11.333,38.24
1751.0,606.0,470.0,155.0,196.0,589.0,486.0,1053.0,945.0,1042.0,86.6,787.0,606.0,120.0,26.822,53.805,47.911,23.8,38.345,127.051,159.171,15.232,44.234
1977.0,701.0,504.0,159.0,204.0,595.0,527.0,1085.0,987.0,1131.0,102.8,925.0,655.0,142.0,32.329,52.756,44.076,21.972,38.382,126.884,168.123,16.476,41.648
1841.0,643.0,552.0,165.0,208.0,607.0,546.0,1165.0,1029.0,1141.0,114.1,826.0,709.0,119.0,28.062,52.087,45.274,21.921,39.931,145.623,166.77,18.166,42.084
1598.0,573.0,431.0,149.0,192.0,561.0,480.0,1018.0,913.0,1084.0,76.3,733.0,626.0,112.0,24.438,48.553,39.323,19.502,36.924,116.497,155.228,13.228,40.168
1687.0,588.0,443.0,146.0,175.0,526.0,435.0,900.0,730.0,1105.0,69.4,791.0,627.0,103.0,27.261,42.34,34.93,18.719,38.445,114.222,150.755,11.966,44.211
1683.0,569.0,426.0,149.0,188.0,559.0,455.0,1032.0,872.0,1079.0,78.6,771.0,664.0,123.0,22.605,51.754,44.217,21.589,34.255,127.696,153.218,13.902,41.714
1870.0,647.0,441.0,148.0,200.0,570.0,490.0,970.0,825.0,985.0,74.0,897.0,554.0,117.0,25.185,55.918,49.475,23.056,34.514,113.976,151.642,15.734,41.232
1684.0,590.0,388.0,145.0,195.0,568.0,425.0,908.0,739.0,965.0,60.4,795.0,552.0,117.0,27.079,48.693,41.902,19.495,33.356,108.855,139.369,13.044,40.037
1606.0,526.0,400.0,140.0,205.0,574.0,425.0,872.0,778.0,970.0,57.2,752.0,547.0,112.0,28.206,46.859,38.591,19.469,38.202,108.648,142.061,12.653,41.547
1817.0,655.0,455.0,158.0,199.0,581.0,473.0,962.0,912.0,1074.0,83.6,866.0,622.0,115.0,29.569,47.397,38.437,20.415,33.834,133.944,155.216,15.497,43.072
1832.0,670.0,439.0,162.0,190.0,571.0,478.0,888.0,792.0,918.0,67.6,908.0,529.0,121.0,26.538,53.169,44.081,21.406,33.674,113.332,152.473,16.765,40.261
1617.0,583.0,428.0,154.0,187.0,554.0,453.0,925.0,862.0,916.0,62.5,743.0,509.0,119.0,27.667,53.048,45.911,21.884,40.918,119.75,161.847,15.922,41.252
1690.0,534.0,429.0,156.0,189.0,559.0,480.0,1250.0,1153.0,1277.0,107.0,766.0,670.0,123.0,25.621,54.384,47.642,21.732,35.651,128.482,154.276,14.71,39.961
1808.0,653.0,473.0,146.0,196.0,564.0,481.0,1023.0,852.0,983.0,80.0,871.0,579.0,117.0,27.132,48.677,39.459,17.912,38.574,115.782,148.833,13.898,36.798
1798.0,662.0,460.0,157.0,193.0,573.0,523.0,992.0,950.0,998.0,83.8,861.0,564.0,130.0,28.656,54.828,46.719,21.918,39.393,115.029,159.243,16.129,39.977
1783.0,626.0,478.0,160.0,197.0,583.0,482.0,1055.0,957.0,1022.0,82.1,819.0,603.0,122.0,28.503,50.692,41.715,19.865,39.605,127.108,167.474,15.569,39.187
1853.0,684.0,460.0,160.0,196.0,580.0,485.0,999.0,987.0,1017.0,83.7,895.0,583.0,115.0,29.453,51.271,42.874,22.018,37.406,135.433,156.127,16.56,42.945
1840.0,610.0,437.0,156.0,201.0,575.0,424.0,995.0,883.0,1029.0,86.6,823.0,609.0,119.0,27.035,54.29,48.24,21.303,40.641,132.01,153.575,15.265,39.24
1874.0,664.0,447.0,140.0,192.0,546.0,455.0,954.0,879.0,1095.0,80.3,874.0,636.0,120.0,27.573,51.349,43.128,21.642,33.879,104.98,145.422,16.601,42.146
1693.0,595.0,428.0,150.0,186.0,543.0,451.0,943.0,800.0,939.0,66.5,769.0,559.0,103.0,24.56,50.223,41.312,18.492,36.438,111.556,148.313,14.164,36.82
1623.0,572.0,449.0,149.0,186.0,543.0,402.0,1072.0,884.0,1091.0,78.6,757.0,664.0,115.0,28.291,50.465,43.728,18.235,43.512,117.569,142.512,12.074,36.134
1821.0,643.0,480.0,154.0,217.0,615.0,497.0,1129.0,1054.0,1101.0,105.0,824.0,670.0,126.0,26.778,58.084,48.717,24.86,39.031,127.497,158.692,21.196,42.801
1794.0,641.0,455.0,164.0,201.0,584.0,464.0,978.0,891.0,1070.0,77.9,839.0,584.0,120.0,23.155,52.992,43.455,21.056,34.148,120.035,154.363,20.36,39.734
1744.0,601.0,489.0,161.0,197.0,582.0,496.0,1077.0,937.0,1071.0,90.1,768.0,592.0,132.0,28.174,55.468,47.991,23.272,40.42,137.861,164.327,15.522,41.956
1705.0,576.0,478.0,152.0,196.0,582.0,456.0,1042.0,889.0,1169.0,86.5,756.0,692.0,119.0,25.286,56.129,46.863,19.675,37.634,120.163,153.716,12.643,35.053
1787.0,606.0,438.0,145.0,205.0,568.0,414.0,936.0,756.0,1091.0,78.0,862.0,653.0,123.0,29.483,50.054,42.275,22.189,38.48,113.5,148.822,14.068,44.33
1915.0,692.0,461.0,148.0,198.0,568.0,500.0,1051.0,984.0,1078.0,93.0,884.0,610.0,128.0,24.747,55.766,48.738,24.639,35.839,116.977,152.782,17.063,44.183
1592.0,562.0,405.0,141.0,179.0,534.0,418.0,911.0,747.0,1039.0,62.4,744.0,599.0,102.0,24.638,45.268,38.055,18.691,30.038,110.978,139.54,13.87,41.29
1805.0,621.0,422.0,146.0,191.0,564.0,451.0,916.0,734.0,1042.0,67.9,874.0,595.0,124.0,23.551,52.358,46.119,22.106,36.7,109.703,149.261,15.681,42.221
1736.0,619.0,449.0,135.0,194.0,554.0,443.0,1052.0,880.0,1061.0,75.3,788.0,627.0,119.0,26.432,50.096,44.083,20.333,34.322,109.009,138.142,13.201,40.588
1703.0,603.0,448.0,144.0,188.0,550.0,448.0,979.0,822.0,1082.0,71.2,791.0,623.0,108.0,25.041,49.166,41.037,19.708,33.216,115.929,142.921,15.203,40.085
1813.0,634.0,440.0,138.0,191.0,550.0,440.0,1014.0,840.0,1121.0,79.9,853.0,647.0,118.0,23.775,54.071,43.455,20.272,31.237,114.203,145.163,14.486,37.491
1729.0,603.0,427.0,139.0,192.0,542.0,451.0,978.0,861.0,1043.0,66.2,817.0,578.0,110.0,25.854,47.553,39.468,20.46,33.887,117.532,140.221,14.536,43.027
1732.0,595.0,413.0,151.0,186.0,550.0,445.0,949.0,855.0,1018.0,68.0,828.0,603.0,111.0,25.456,47.006,37.783,19.583,35.381,121.187,151.217,16.025,41.661
1753.0,612.0,440.0,153.0,192.0,560.0,465.0,1032.0,951.0,953.0,79.1,796.0,553.0,126.0,24.046,57.06,46.671,21.401,34.138,137.938,162.539,17.105,37.506
1753.0,618.0,433.0,146.0,183.0,542.0,449.0,963.0,726.0,1079.0,73.5,837.0,618.0,107.0,24.85,53.284,47.162,21.927,38.453,107.931,151.845,14.243,41.152
1645.0,561.0,407.0,141.0,193.0,548.0,432.0,937.0,813.0,1081.0,68.2,765.0,621.0,120.0,24.082,52.293,46.039,20.928,36.654,102.825,143.903,13.77,40.021
1644.0,569.0,401.0,141.0,185.0,543.0,457.0,958.0,820.0,1087.0,68.0,757.0,590.0,117.0,25.674,48.295,41.418,19.33,33.98,105.889,143.974,14.087,40.026
1616.0,570.0,381.0,146.0,185.0,533.0,395.0,886.0,676.0,977.0,57.1,760.0,530.0,105.0,21.901,44.668,39.141,20.54,33.709,106.11,138.327,12.617,45.983
1598.0,583.0,430.0,153.0,193.0,555.0,452.0,1031.0,944.0,1138.0,82.1,722.0,657.0,113.0,25.01,47.921,39.424,18.056,30.935,116.33,148.455,13.699,37.679
1753.0,609.0,407.0,146.0,188.0,555.0,412.0,1008.0,773.0,1051.0,69.5,826.0,589.0,109.0,28.323,47.245,38.281,19.112,36.987,108.456,142.102,14.423,40.453
1911.0,661.0,453.0,153.0,200.0,590.0,534.0,1055.0,917.0,1020.0,92.6,885.0,599.0,120.0,27.805,48.893,41.322,21.54,37.815,130.43,158.571,17.879,44.056
1838.0,673.0,478.0,158.0,193.0,573.0,511.0,1065.0,945.0,1108.0,92.9,891.0,561.0,128.0,28.516,56.574,47.196,21.496,37.722,125.212,158.732,16.893,37.995
1874.0,674.0,500.0,152.0,210.0,595.0,521.0,1050.0,878.0,1002.0,83.4,925.0,572.0,133.0,30.524,56.302,47.074,22.658,37.92,120.344,152.33,18.365,40.243
1695.0,565.0,367.0,148.0,193.0,547.0,393.0,826.0,680.0,991.0,55.0,792.0,501.0,111.0,26.049,46.142,36.79,18.217,33.036,116.987,143.722,12.663,39.48
1749.0,618.0,462.0,146.0,196.0,571.0,508.0,981.0,949.0,1020.0,81.9,802.0,567.0,125.0,25.161,50.454,41.565,19.62,38.014,123.133,151.283,13.283,38.887
1876.0,654.0,451.0,149.0,211.0,587.0,487.0,940.0,850.0,1053.0,82.4,902.0,584.0,128.0,27.396,51.775,45.877,21.931,38.866,116.724,151.884,14.768,42.357
1679.0,583.0,383.0,147.0,189.0,551.0,393.0,878.0,756.0,1017.0,59.8,801.0,572.0,112.0,29.813,49.864,42.071,19.477,35.203,109.879,144.754,12.963,39.059
1681.0,567.0,402.0,149.0,201.0,576.0,373.0,898.0,685.0,924.0,55.2,809.0,492.0,116.0,26.29,51.358,42.43,20.751,34.902,114.185,148.353,13.795,40.404
1638.0,569.0,415.0,143.0,180.0,542.0,428.0,895.0,682.0,972.0,56.2,780.0,575.0,105.0,25.699,46.04,35.806,17.04,37.904,111.673,146.617,7.868,37.011
1655.0,598.0,416.0,146.0,191.0,574.0,445.0,1044.0,973.0,1177.0,81.8,805.0,705.0,109.0,27.113,47.791,38.916,18.816,34.206,120.02,147.414,14.107,39.372
1744.0,619.0,444.0,146.0,188.0,543.0,475.0,1095.0,930.0,1114.0,79.6,862.0,642.0,113.0,27.137,50.447,40.134,19.444,32.491,112.983,147.81,14.628,38.544
1842.0,650.0,466.0,164.0,197.0,588.0,472.0,1102.0,1043.0,1089.0,103.2,870.0,593.0,128.0,29.961,56.18,50.959,25.194,41.605,132.988,165.798,16.37,44.846
1582.0,601.0,430.0,148.0,179.0,543.0,445.0,958.0,771.0,1032.0,66.2,752.0,609.0,111.0,24.323,51.031,45.117,21.388,32.642,118.638,144.852,10.147,41.912
1593.0,550.0,396.0,159.0,182.0,547.0,421.0,949.0,783.0,1023.0,58.5,740.0,578.0,117.0,26.874,49.854,40.687,18.737,38.441,120.621,142.623,9.702,37.583
1671.0,588.0,438.0,142.0,195.0,559.0,455.0,1046.0,883.0,975.0,64.5,786.0,550.0,110.0,25.498,47.903,40.254,19.962,34.538,105.551,146.31,15.632,41.672
1523.0,541.0,415.0,157.0,183.0,545.0,471.0,1148.0,1062.0,1156.0,80.3,657.0,659.0,122.0,30.342,52.7,42.425,17.52,38.52,135.119,159.634,12.073,33.245
1628.0,568.0,438.0,148.0,183.0,546.0,450.0,999.0,854.0,1173.0,75.9,752.0,658.0,107.0,26.463,51.154,43.303,19.512,32.96,115.196,139.842,12.299,38.143
1672.0,602.0,414.0,147.0,191.0,552.0,385.0,926.0,764.0,954.0,59.2,798.0,533.0,117.0,25.3,56.538,48.029,19.79,31.577,109.707,137.992,14.305,35.003
1620.0,586.0,394.0,144.0,187.0,539.0,444.0,923.0,762.0,1026.0,66.7,752.0,609.0,119.0,24.242,52.668,45.512,21.933,39.113,108.193,143.604,12.099,41.644
1626.0,592.0,427.0,149.0,179.0,533.0,440.0,984.0,937.0,1021.0,66.4,763.0,527.0,117.0,27.607,49.578,45.188,21.218,40.306,116.297,152.754,13.672,42.797
1529.0,562.0,460.0,144.0,181.0,545.0,477.0,1249.0,1093.0,1111.0,88.0,699.0,573.0,109.0,26.322,50.729,42.684,20.275,33.622,131.355,150.117,13.58,39.966
1779.0,634.0,441.0,150.0,201.0,583.0,495.0,972.0,893.0,1024.0,80.7,797.0,593.0,112.0,28.363,47.792,39.77,18.838,36.138,125.923,146.346,11.964,39.417
1933.0,673.0,492.0,164.0,197.0,593.0,538.0,1154.0,1117.0,1184.0,115.9,855.0,689.0,111.0,28.595,53.933,48.855,24.276,38.951,138.621,166.815,14.976,45.011
1875.0,676.0,520.0,151.0,199.0,568.0,527.0,1190.0,1005.0,1075.0,103.2,886.0,617.0,121.0,28.215,51.88,42.844,21.906,37.044,122.762,154.463,18.137,42.224
1586.0,552.0,435.0,139.0,184.0,527.0,434.0,1016.0,871.0,1071.0,71.5,741.0,605.0,105.0,25.684,45.606,38.761,18.586,35.093,126.319,141.773,11.699,40.754
1881.0,670.0,501.0,161.0,200.0,608.0,509.0,1042.0,965.0,1069.0,99.3,857.0,596.0,126.0,31.992,58.519,50.797,21.954,52.948,122.308,164.792,14.394,37.517
1493.0,562.0,423.0,142.0,181.0,524.0,424.0,1161.0,983.0,1053.0,75.7,715.0,638.0,102.0,28.19,48.748,40.67,17.595,41.301,115.613,139.492,11.392,36.094
1786.0,625.0,434.0,167.0,195.0,579.0,516.0,1029.0,958.0,993.0,81.2,806.0,576.0,119.0,29.369,51.014,42.193,19.066,39.473,123.698,169.914,14.694,37.374
1969.0,670.0,481.0,147.0,202.0,580.0,492.0,1025.0,973.0,1032.0,94.1,920.0,565.0,138.0,25.783,56.769,45.594,24.058,37.189,121.56,150.648,14.55,42.379
1991.0,724.0,490.0,157.0,203.0,580.0,525.0,1007.0,869.0,1047.0,90.0,1001.0,607.0,120.0,23.391,53.23,42.891,20.646,33.565,122.298,154.396,16.332,38.786
1658.0,580.0,389.0,141.0,185.0,531.0,370.0,921.0,750.0,1010.0,60.0,792.0,563.0,101.0,25.931,51.462,43.427,18.814,36.647,108.954,137.493,15.255,36.56
1762.0,608.0,434.0,143.0,197.0,563.0,424.0,1006.0,811.0,1152.0,78.4,856.0,676.0,113.0,25.82,48.046,40.524,19.974,35.877,109.871,138.753,13.907,41.572
1643.0,568.0,398.0,142.0,177.0,540.0,400.0,864.0,699.0,1042.0,61.2,778.0,611.0,107.0,25.004,47.468,38.48,18.968,34.957,105.804,137.662,14.493,39.959
1860.0,632.0,479.0,149.0,193.0,556.0,496.0,1010.0,919.0,1035.0,85.2,870.0,589.0,114.0,25.849,49.05,41.049,18.933,31.115,117.36,149.115,15.792,38.601
1702.0,636.0,482.0,151.0,196.0,560.0,504.0,1026.0,865.0,993.0,70.3,747.0,587.0,118.0,24.269,56.966,47.844,20.69,37.338,128.817,156.99,18.951,36.32
1752.0,595.0,468.0,161.0,199.0,582.0,461.0,1041.0,917.0,1031.0,83.4,817.0,584.0,122.0,26.441,49.802,42.57,21.575,38.959,118.622,153.508,15.773,43.323
1590.0,586.0,429.0,141.0,179.0,520.0,472.0,1053.0,870.0,1100.0,68.0,749.0,635.0,104.0,24.465,50.169,44.442,20.374,35.584,113.816,144.848,15.186,40.611
1694.0,571.0,455.0,146.0,186.0,543.0,460.0,1032.0,868.0,1057.0,78.6,778.0,640.0,106.0,24.58,48.624,40.501,19.652,34.214,124.018,140.866,12.164,40.415
1556.0,584.0,409.0,151.0,182.0,549.0,457.0,1085.0,968.0,1119.0,78.0,729.0,638.0,109.0,25.561,45.343,38.514,18.917,34.746,119.484,146.137,13.149,41.719
1683.0,542.0,396.0,144.0,198.0,565.0,440.0,972.0,868.0,1110.0,76.3,781.0,648.0,123.0,26.013,49.572,41.04,19.691,34.128,114.027,146.334,12.385,39.722
1672.0,594.0,457.0,147.0,188.0,555.0,485.0,1119.0,909.0,1038.0,80.0,783.0,611.0,113.0,27.031,52.435,44.876,20.673,39.23,111.787,151.541,15.203,39.426
1692.0,594.0,423.0,151.0,194.0,577.0,461.0,1074.0,890.0,1065.0,79.0,793.0,630.0,113.0,27.97,50.932,42.645,19.799,35.053,124.226,143.798,15.219,38.873
1965.0,678.0,506.0,154.0,196.0,583.0,517.0,1073.0,991.0,1028.0,102.2,886.0,592.0,129.0,32.433,52.156,42.924,23.172,41.954,128.576,157.583,17.743,44.429
1702.0,591.0,454.0,144.0,186.0,545.0,510.0,1193.0,1058.0,1171.0,96.7,794.0,699.0,114.0,24.153,54.982,45.314,20.77,34.61,127.522,150.716,15.389,37.777
1788.0,614.0,421.0,143.0,197.0,572.0,445.0,982.0,947.0,1191.0,91.5,857.0,732.0,118.0,29.799,49.042,41.426,19.673,40.191,124.361,146.622,13.811,40.114
1729.0,619.0,406.0,144.0,175.0,523.0,450.0,912.0,739.0,1102.0,67.8,822.0,624.0,104.0,23.078,53.243,45.005,21.272,32.448,113.341,142.773,15.997,39.952
1671.0,583.0,417.0,142.0,188.0,545.0,441.0,930.0,774.0,982.0,63.6,792.0,572.0,111.0,27.171,47.124,38.853,18.261,36.526,113.063,146.361,11.908,38.75
1694.0,613.0,405.0,140.0,181.0,523.0,446.0,927.0,835.0,1053.0,67.3,808.0,603.0,116.0,23.832,50.837,45.168,19.466,34.874,111.221,145.016,14.984,38.291
1521.0,546.0,399.0,153.0,182.0,546.0,452.0,1156.0,1032.0,1210.0,85.9,682.0,643.0,109.0,28.248,45.347,37.639,16.58,39.691,127.692,152.615,10.166,36.562
1618.0,556.0,404.0,155.0,188.0,563.0,461.0,1098.0,986.0,1102.0,78.8,754.0,637.0,107.0,24.778,48.767,41.526,19.178,35.024,118.387,153.553,15.271,39.325
1627.0,538.0,406.0,143.0,194.0,542.0,430.0,942.0,707.0,882.0,50.1,740.0,473.0,112.0,27.192,45.233,38.731,18.786,32.714,110.071,142.65,14.912,41.531
1915.0,658.0,478.0,147.0,198.0,563.0,499.0,989.0,945.0,1159.0,92.8,891.0,690.0,126.0,27.26,51.335,42.015,21.155,32.978,116.751,148.877,12.747,41.209
1766.0,629.0,447.0,149.0,183.0,548.0,439.0,946.0,808.0,1069.0,73.5,878.0,615.0,110.0,25.34,49.066,41.497,19.773,33.56,108.234,150.429,13.647,40.299
1706.0,585.0,443.0,158.0,189.0,565.0,485.0,1011.0,943.0,963.0,77.6,761.0,529.0,125.0,26.381,55.31,51.078,22.852,44.06,127.942,156.585,12.642,41.316
1649.0,546.0,393.0,139.0,189.0,536.0,411.0,963.0,807.0,1020.0,65.0,731.0,559.0,103.0,20.677,43.959,36.414,17.683,31.503,102.059,141.525,13.191,40.225
1775.0,612.0,444.0,153.0,198.0,583.0,491.0,1254.0,1104.0,1244.0,103.4,823.0,686.0,125.0,27.06,53.914,44.182,19.081,38.83,130.729,152.075,10.98,35.392
1569.0,545.0,410.0,144.0,190.0,547.0,437.0,929.0,740.0,955.0,58.3,724.0,584.0,109.0,22.493,48.996,43.568,21.935,32.672,117.838,139.985,14.768,44.769
1909.0,676.0,450.0,152.0,206.0,585.0,476.0,991.0,895.0,1031.0,83.1,889.0,586.0,122.0,24.07,56.256,49.001,24.446,39.032,112.297,161.35,18.405,43.454
1617.0,593.0,472.0,141.0,179.0,521.0,461.0,1230.0,1076.0,1271.0,99.8,746.0,655.0,109.0,29.784,45.601,37.985,21.076,38.138,129.917,152.199,15.595,46.218
1690.0,604.0,452.0,147.0,176.0,534.0,436.0,1180.0,1030.0,1134.0,91.0,795.0,568.0,119.0,26.721,53.387,47.333,20.139,34.189,127.357,154.858,14.382,37.723
1676.0,584.0,378.0,144.0,191.0,534.0,427.0,824.0,687.0,895.0,50.6,789.0,491.0,114.0,25.218,52.248,45.717,20.701,33.857,102.172,141.162,12.148,39.62
1764.0,598.0,483.0,150.0,193.0,562.0,507.0,1105.0,904.0,1002.0,85.9,783.0,566.0,127.0,24.614,55.179,49.688,22.006,32.793,123.209,154.536,15.54,39.882
1728.0,599.0,415.0,155.0,197.0,565.0,464.0,990.0,870.0,937.0,69.7,788.0,530.0,123.0,22.931,54.421,46.46,21.012,38.582,126.322,154.791,17.161,38.61
1676.0,601.0,440.0,154.0,190.0,564.0,462.0,981.0,908.0,990.0,70.6,745.0,570.0,123.0,24.593,52.463,43.192,19.21,39.805,121.056,149.955,12.075,36.616
1626.0,528.0,396.0,142.0,183.0,529.0,401.0,1082.0,846.0,1007.0,69.8,752.0,538.0,111.0,25.759,47.527,41.133,19.823,37.78,111.698,147.03,14.002,41.709
1850.0,638.0,472.0,158.0,201.0,581.0,478.0,1016.0,950.0,980.0,84.3,908.0,530.0,143.0,26.414,60.002,51.017,24.111,33.628,132.816,158.91,15.206,40.183
1692.0,587.0,481.0,158.0,200.0,589.0,512.0,1179.0,996.0,1094.0,101.3,749.0,597.0,114.0,26.565,54.59,45.737,21.164,38.917,145.934,159.948,16.817,38.768
1895.0,671.0,479.0,153.0,198.0,571.0,480.0,1053.0,1058.0,1078.0,98.1,855.0,650.0,122.0,26.432,52.273,44.355,21.265,41.933,129.476,152.361,16.549,40.681
1891.0,674.0,510.0,148.0,213.0,597.0,567.0,1177.0,1082.0,1122.0,108.8,876.0,635.0,127.0,29.774,53.865,46.182,21.318,37.738,139.597,162.433,15.685,39.577
1711.0,608.0,460.0,157.0,183.0,555.0,511.0,1050.0,943.0,960.0,79.9,760.0,552.0,126.0,27.061,55.71,49.503,20.835,34.218,131.82,151.456,17.519,37.399
1895.0,645.0,480.0,160.0,198.0,578.0,500.0,1054.0,920.0,1072.0,97.8,885.0,633.0,134.0,27.405,51.934,41.607,20.357,37.334,119.273,160.965,16.035,39.197
1550.0,531.0,370.0,137.0,178.0,517.0,433.0,761.0,617.0,896.0,45.0,714.0,519.0,113.0,24.155,51.107,41.588,18.285,30.271,107.344,137.32,14.569,35.779
1618.0,554.0,389.0,144.0,180.0,536.0,415.0,864.0,684.0,914.0,49.8,746.0,489.0,110.0,26.801,47.203,39.406,19.171,33.215,112.036,147.181,14.347,40.615
1771.0,618.0,416.0,150.0,192.0,562.0,435.0,1002.0,828.0,992.0,72.1,833.0,542.0,123.0,25.424,51.39,43.688,21.236,31.299,106.293,145.604,14.096,41.323
1793.0,615.0,458.0,148.0,186.0,539.0,464.0,972.0,868.0,1002.0,77.1,832.0,587.0,135.0,22.448,60.881,50.264,21.841,38.054,118.592,156.728,15.168,35.874
1603.0,566.0,441.0,145.0,185.0,538.0,448.0,996.0,798.0,1063.0,67.0,730.0,611.0,94.0,27.919,45.441,36.098,16.203,39.521,122.461,149.172,11.587,35.658
1835.0,645.0,437.0,142.0,186.0,572.0,485.0,871.0,796.0,1039.0,68.0,880.0,573.0,112.0,23.268,51.885,41.513,20.37,32.656,112.556,147.76,14.493,39.26
1765.0,560.0,432.0,146.0,191.0,552.0,436.0,907.0,689.0,969.0,60.4,812.0,524.0,120.0,25.967,51.125,44.409,20.506,32.749,101.793,140.799,11.682,40.109
1723.0,611.0,447.0,153.0,200.0,583.0,499.0,1027.0,933.0,1013.0,78.5,822.0,582.0,123.0,31.049,49.244,39.442,20.535,36.497,131.267,155.059,15.848,41.699
1713.0,582.0,430.0,145.0,186.0,552.0,463.0,1074.0,872.0,1010.0,78.9,774.0,590.0,112.0,25.002,48.808,43.177,21.245,38.232,119.596,148.517,12.763,43.527
1804.0,657.0,437.0,150.0,190.0,558.0,506.0,1033.0,993.0,1025.0,83.5,850.0,551.0,120.0,24.434,49.733,43.7,22.783,38.272,130.623,147.347,16.437,45.81
1695.0,607.0,413.0,153.0,187.0,554.0,457.0,1133.0,937.0,1069.0,78.4,766.0,612.0,122.0,21.42,52.497,43.225,19.639,32.956,114.126,146.692,17.214,37.409
1525.0,533.0,414.0,148.0,190.0,540.0,475.0,991.0,855.0,1043.0,64.9,689.0,629.0,103.0,30.364,49.286,40.734,18.675,36.249,116.268,153.576,13.397,37.89
1618.0,579.0,440.0,152.0,195.0,569.0,468.0,1071.0,951.0,957.0,73.9,689.0,540.0,108.0,27.249,48.566,40.806,20.626,40.553,127.568,162.04,13.245,42.47
1688.0,574.0,421.0,143.0,189.0,535.0,414.0,939.0,811.0,970.0,62.4,795.0,577.0,114.0,25.567,48.691,41.399,20.153,32.536,113.04,142.276,15.018,41.39
1943.0,664.0,466.0,155.0,208.0,607.0,462.0,967.0,935.0,1015.0,83.0,912.0,559.0,120.0,27.666,53.993,44.186,22.423,34.702,118.502,157.666,16.263,41.529
1605.0,540.0,406.0,148.0,185.0,545.0,422.0,1036.0,868.0,979.0,77.9,757.0,546.0,132.0,27.245,50.456,44.677,20.635,37.659,122.998,151.47,13.177,40.896
1635.0,577.0,400.0,145.0,192.0,550.0,401.0,936.0,805.0,1054.0,66.1,792.0,607.0,120.0,23.651,49.972,43.052,20.74,34.306,117.568,146.645,12.604,41.504
1594.0,554.0,422.0,157.0,192.0,550.0,432.0,1011.0,921.0,985.0,68.5,703.0,505.0,120.0,26.444,51.037,44.413,20.311,34.422,120.687,141.541,13.421,39.797
1732.0,622.0,441.0,151.0,200.0,575.0,478.0,998.0,919.0,1024.0,80.9,813.0,580.0,131.0,26.156,53.221,47.257,21.397,38.198,118.285,149.209,14.074,40.204
1867.0,643.0,483.0,152.0,207.0,587.0,540.0,1183.0,1045.0,1120.0,108.4,829.0,659.0,135.0,25.133,53.747,43.0,19.65,37.731,131.136,152.982,20.455,36.56
