Stature,"Eye height, standing",Shoulder height,"Elbow height, standing","Fist height, standing","Thigh clearance, sitting",Shoulder-elbow length,"Elbow height, sitting","Popliteal height, sitting","Shoulder height, sitting","Eye height, sitting",Sitting height,Reach depth,Arm length,Breadth over the elbows,Shoulder breadth (bi-deltoid),"Hip breadth, sitting",Abdominal depth,Elbow-grip length,Buttock-popliteal depth,"Buttock-knee depth, sitting",Foot length,Foot breadth,Hand length,Hand width (without thumb),Thumb breadth,Forefinger breadth,Grip circumference,Ear length,Body mass,Maximum gripping force,Pushing force with 2 hands,Pulling force 1 hand,Torque with two hands,Rotation of head towards left,Rotation of head towards right,Rotation of head backwards,Rotation of head toward chest,Bending of head towards right shoulder,Bending of head towards left shoulder,Pronation,Supination,Extension hand,Flexion hand,Radial deviation,Ulnar deviation,Forefinger flexion,Step-up height
1594.0,1494.0,1276.0,992.0,728.0,128.0,284.0,265.0,409.0,549.0,768.0,868.0,418.0,643.0,364.0,375.0,342.0,211.0,294.0,449.0,540.0,238.0,84.0,170.0,73.0,18.0,15.0,14.0,53.0,48.4,324.0,235.0,217.0,5.0,75.0,72.0,56.0,20.0,30.0,41.0,108.0,77.0,84.0,86.0,47.0,35.0,76.0,170.0
1737.0,1617.0,1432.0,1095.0,821.0,164.0,337.0,266.0,445.0,603.0,788.0,908.0,437.0,667.0,418.0,433.0,421.0,266.0,327.0,547.0,645.0,249.0,100.0,174.0,87.0,21.0,18.0,12.0,64.0,74.3,471.0,520.0,261.0,9.0,65.0,76.0,49.0,23.0,40.0,33.0,91.0,65.0,65.0,86.0,45.0,19.0,76.0,170.0
1646.0,1543.0,1354.0,1033.0,714.0,144.0,321.0,269.0,427.0,589.0,779.0,881.0,436.0,681.0,414.0,439.0,344.0,248.0,314.0,460.0,578.0,246.0,98.0,179.0,85.0,21.0,16.0,12.0,63.0,60.3,441.0,402.0,323.0,10.0,55.0,47.0,12.0,22.0,21.0,31.0,101.0,101.0,81.0,62.0,49.0,15.0,64.0,120.0
1677.0,1585.0,1387.0,1058.0,779.0,150.0,329.0,260.0,431.0,589.0,788.0,879.0,443.0,645.0,369.0,385.0,379.0,199.0,330.0,491.0,609.0,244.0,90.0,177.0,82.0,21.0,18.0,12.0,59.0,56.2,294.0,196.0,167.0,5.0,69.0,69.0,36.0,25.0,40.0,25.0,135.0,104.0,72.0,64.0,44.0,13.0,44.0,120.0
1775.0,1677.0,1469.0,1091.0,797.0,146.0,379.0,228.0,502.0,607.0,814.0,912.0,467.0,739.0,516.0,473.0,436.0,335.0,325.0,518.0,638.0,267.0,100.0,196.0,91.0,25.0,19.0,14.0,74.0,88.7,432.0,481.0,374.0,7.0,58.0,56.0,28.0,18.0,28.0,29.0,116.0,133.0,60.0,65.0,41.0,18.0,42.0,170.0
1750.0,1625.0,1434.0,1077.0,759.0,110.0,357.0,224.0,502.0,580.0,772.0,897.0,484.0,788.0,491.0,445.0,398.0,333.0,364.0,471.0,605.0,276.0,101.0,184.0,86.0,25.0,21.0,14.0,71.0,81.6,402.0,289.0,270.0,7.0,49.0,52.0,34.0,21.0,25.0,19.0,91.0,69.0,50.0,58.0,35.0,27.0,59.0,210.0
1657.0,1554.0,1338.0,999.0,754.0,126.0,339.0,233.0,451.0,572.0,788.0,890.0,462.0,699.0,444.0,430.0,379.0,282.0,342.0,476.0,592.0,270.0,99.0,193.0,91.0,28.0,21.0,11.0,72.0,69.7,353.0,417.0,309.0,5.0,62.0,74.0,64.0,29.0,37.0,33.0,103.0,86.0,68.0,43.0,45.0,24.0,65.0,170.0
1815.0,1703.0,1518.0,1160.0,826.0,135.0,358.0,253.0,502.0,612.0,797.0,908.0,492.0,761.0,519.0,457.0,439.0,342.0,362.0,520.0,645.0,270.0,95.0,201.0,84.0,24.0,19.0,14.0,80.0,87.4,441.0,417.0,313.0,6.0,67.0,69.0,44.0,35.0,26.0,37.0,80.0,83.0,75.0,67.0,47.0,15.0,31.0,170.0
1554.0,1449.0,1256.0,949.0,690.0,126.0,307.0,216.0,409.0,523.0,716.0,821.0,403.0,652.0,480.0,419.0,411.0,300.0,299.0,451.0,567.0,233.0,99.0,165.0,78.0,20.0,18.0,11.0,74.0,62.9,235.0,191.0,116.0,4.0,52.0,56.0,10.0,10.0,18.0,17.0,94.0,84.0,69.0,65.0,42.0,16.0,50.0,120.0
1661.0,1554.0,1345.0,1011.0,748.0,159.0,334.0,246.0,413.0,580.0,790.0,897.0,428.0,699.0,389.0,397.0,375.0,233.0,318.0,496.0,607.0,237.0,86.0,172.0,76.0,18.0,14.0,12.0,61.0,60.2,392.0,427.0,255.0,5.0,79.0,72.0,29.0,22.0,52.0,49.0,119.0,118.0,86.0,74.0,56.0,30.0,63.0,170.0
1699.0,1588.0,1380.0,1056.0,739.0,162.0,324.0,236.0,456.0,560.0,768.0,879.0,464.0,699.0,533.0,470.0,407.0,311.0,331.0,520.0,647.0,261.0,101.0,200.0,86.0,21.0,17.0,13.0,71.0,79.8,275.0,128.0,180.0,4.0,55.0,55.0,45.0,23.0,39.0,23.0,99.0,72.0,42.0,60.0,37.0,16.0,57.0,120.0
1539.0,1449.0,1273.0,941.0,685.0,135.0,333.0,201.0,442.0,534.0,710.0,799.0,414.0,705.0,439.0,379.0,408.0,351.0,291.0,502.0,621.0,234.0,99.0,176.0,77.0,21.0,17.0,12.0,63.0,67.3,196.0,206.0,170.0,3.0,62.0,47.0,28.0,24.0,28.0,31.0,111.0,92.0,63.0,59.0,45.0,30.0,58.0,120.0
1775.0,1670.0,1434.0,1102.0,823.0,146.0,332.0,275.0,473.0,607.0,843.0,948.0,464.0,696.0,478.0,480.0,373.0,217.0,339.0,478.0,603.0,252.0,97.0,187.0,84.0,24.0,19.0,13.0,62.0,73.5,500.0,461.0,255.0,6.0,66.0,63.0,32.0,9.0,31.0,33.0,106.0,91.0,76.0,67.0,38.0,16.0,47.0,210.0
1623.0,1541.0,1305.0,955.0,687.0,144.0,350.0,171.0,436.0,520.0,756.0,839.0,466.0,683.0,412.0,393.0,379.0,306.0,333.0,518.0,627.0,241.0,87.0,188.0,75.0,21.0,15.0,13.0,68.0,68.4,343.0,265.0,254.0,6.0,46.0,45.0,35.0,17.0,28.0,32.0,100.0,85.0,68.0,72.0,47.0,22.0,45.0,170.0
1768.0,1661.0,1463.0,1138.0,797.0,153.0,325.0,300.0,467.0,625.0,823.0,930.0,461.0,725.0,560.0,468.0,428.0,344.0,335.0,516.0,641.0,258.0,96.0,186.0,89.0,25.0,19.0,11.0,67.0,96.6,540.0,638.0,517.0,11.0,93.0,76.0,68.0,17.0,63.0,63.0,100.0,88.0,75.0,71.0,58.0,23.0,59.0,260.0
1650.0,1545.0,1358.0,1022.0,745.0,141.0,336.0,226.0,449.0,563.0,750.0,855.0,459.0,707.0,481.0,438.0,390.0,295.0,333.0,453.0,576.0,256.0,98.0,189.0,84.0,25.0,18.0,11.0,66.0,72.8,471.0,412.0,273.0,7.0,67.0,68.0,31.0,17.0,35.0,28.0,109.0,78.0,70.0,66.0,38.0,21.0,52.0,210.0
1750.0,1630.0,1447.0,1136.0,812.0,146.0,312.0,305.0,458.0,616.0,799.0,919.0,454.0,681.0,425.0,444.0,418.0,215.0,338.0,482.0,605.0,241.0,90.0,185.0,82.0,22.0,16.0,13.0,63.0,68.4,324.0,481.0,251.0,7.0,72.0,69.0,28.0,12.0,31.0,27.0,101.0,100.0,65.0,68.0,40.0,23.0,54.0,210.0
1610.0,1498.0,1311.0,983.0,752.0,117.0,329.0,247.0,409.0,576.0,763.0,875.0,424.0,645.0,475.0,427.0,381.0,309.0,294.0,467.0,574.0,244.0,94.0,182.0,87.0,24.0,17.0,14.0,75.0,69.2,343.0,186.0,193.0,5.0,40.0,48.0,34.0,37.0,25.0,22.0,78.0,73.0,28.0,51.0,24.0,20.0,48.0,170.0
1543.0,1441.0,1271.0,992.0,654.0,137.0,279.0,237.0,422.0,516.0,685.0,788.0,429.0,703.0,481.0,425.0,405.0,353.0,311.0,471.0,616.0,256.0,100.0,173.0,80.0,23.0,18.0,8.0,65.0,70.6,294.0,113.0,180.0,6.0,73.0,68.0,33.0,19.0,23.0,30.0,128.0,61.0,73.0,71.0,45.0,27.0,45.0,170.0
1576.0,1485.0,1273.0,973.0,736.0,137.0,300.0,256.0,404.0,556.0,768.0,859.0,402.0,625.0,417.0,389.0,341.0,191.0,297.0,442.0,538.0,220.0,82.0,163.0,79.0,19.0,16.0,11.0,56.0,47.8,432.0,319.0,218.0,6.0,77.0,75.0,45.0,17.0,44.0,45.0,90.0,93.0,71.0,69.0,48.0,21.0,57.0,170.0
1612.0,1514.0,1316.0,1022.0,745.0,150.0,293.0,245.0,420.0,538.0,736.0,834.0,417.0,623.0,462.0,385.0,394.0,255.0,294.0,485.0,580.0,230.0,95.0,166.0,74.0,20.0,14.0,11.0,64.0,62.4,392.0,378.0,244.0,6.0,68.0,61.0,64.0,29.0,31.0,42.0,96.0,81.0,74.0,90.0,48.0,32.0,54.0,260.0
1804.0,1681.0,1494.0,1103.0,801.0,130.0,391.0,236.0,502.0,627.0,814.0,937.0,489.0,732.0,498.0,478.0,406.0,311.0,357.0,498.0,625.0,277.0,103.0,199.0,91.0,25.0,18.0,15.0,74.0,82.7,412.0,392.0,334.0,4.0,54.0,55.0,15.0,22.0,22.0,18.0,107.0,85.0,72.0,53.0,40.0,18.0,67.0,170.0
1717.0,1601.0,1412.0,1066.0,788.0,173.0,346.0,268.0,438.0,614.0,803.0,919.0,445.0,705.0,446.0,455.0,427.0,248.0,349.0,523.0,636.0,232.0,95.0,171.0,84.0,21.0,18.0,12.0,65.0,81.0,343.0,412.0,336.0,6.0,62.0,64.0,37.0,14.0,45.0,40.0,97.0,107.0,89.0,73.0,39.0,29.0,56.0,210.0
1723.0,1617.0,1409.0,1059.0,770.0,157.0,350.0,230.0,465.0,580.0,788.0,895.0,467.0,690.0,417.0,425.0,398.0,248.0,343.0,518.0,638.0,239.0,89.0,176.0,75.0,20.0,16.0,12.0,60.0,66.9,334.0,358.0,277.0,8.0,55.0,54.0,54.0,13.0,29.0,35.0,73.0,94.0,63.0,86.0,44.0,18.0,36.0,170.0
1666.0,1556.0,1396.0,1061.0,783.0,150.0,335.0,234.0,467.0,569.0,730.0,839.0,458.0,687.0,498.0,423.0,433.0,346.0,335.0,520.0,667.0,252.0,95.0,175.0,81.0,22.0,18.0,12.0,68.0,72.6,265.0,275.0,164.0,5.0,62.0,52.0,33.0,17.0,31.0,36.0,121.0,83.0,53.0,60.0,49.0,25.0,63.0,170.0
1608.0,1521.0,1334.0,989.0,732.0,182.0,344.0,207.0,411.0,551.0,739.0,826.0,445.0,690.0,516.0,448.0,499.0,344.0,316.0,540.0,663.0,247.0,103.0,181.0,82.0,23.0,18.0,13.0,67.0,93.0,353.0,304.0,270.0,5.0,48.0,55.0,25.0,35.0,23.0,22.0,113.0,74.0,62.0,64.0,46.0,17.0,55.0,170.0
1556.0,1467.0,1264.0,952.0,694.0,141.0,312.0,210.0,416.0,523.0,725.0,814.0,427.0,676.0,500.0,389.0,426.0,404.0,310.0,505.0,612.0,241.0,95.0,184.0,83.0,22.0,19.0,10.0,81.0,77.7,196.0,93.0,86.0,4.0,48.0,51.0,31.0,9.0,24.0,24.0,111.0,67.0,80.0,64.0,41.0,26.0,42.0,170.0
1735.0,1614.0,1412.0,1093.0,819.0,162.0,318.0,271.0,467.0,589.0,792.0,912.0,469.0,732.0,563.0,511.0,442.0,373.0,333.0,520.0,647.0,274.0,104.0,193.0,92.0,26.0,19.0,12.0,70.0,95.0,451.0,412.0,356.0,8.0,62.0,60.0,41.0,15.0,26.0,31.0,93.0,84.0,56.0,63.0,46.0,19.0,54.0,170.0
1813.0,1709.0,1472.0,1110.0,792.0,150.0,362.0,218.0,500.0,580.0,817.0,921.0,487.0,721.0,462.0,433.0,362.0,271.0,363.0,556.0,672.0,255.0,92.0,186.0,88.0,21.0,15.0,13.0,66.0,69.4,579.0,412.0,341.0,8.0,75.0,71.0,45.0,29.0,57.0,56.0,91.0,93.0,71.0,73.0,44.0,31.0,52.0,170.0
1735.0,1630.0,1438.0,1110.0,790.0,139.0,329.0,303.0,473.0,632.0,823.0,928.0,483.0,734.0,528.0,460.0,432.0,309.0,353.0,478.0,607.0,273.0,112.0,198.0,95.0,27.0,20.0,13.0,69.0,83.3,520.0,383.0,289.0,7.0,48.0,46.0,19.0,10.0,21.0,21.0,110.0,90.0,49.0,48.0,35.0,15.0,41.0,210.0
1590.0,1505.0,1305.0,985.0,692.0,153.0,319.0,228.0,418.0,547.0,748.0,832.0,463.0,681.0,548.0,434.0,496.0,353.0,335.0,494.0,600.0,224.0,93.0,185.0,79.0,21.0,18.0,13.0,79.0,86.1,324.0,314.0,229.0,5.0,35.0,45.0,43.0,17.0,32.0,27.0,103.0,80.0,78.0,68.0,46.0,16.0,55.0,170.0
1719.0,1625.0,1398.0,1046.0,745.0,144.0,352.0,242.0,460.0,594.0,821.0,915.0,467.0,752.0,499.0,491.0,408.0,289.0,334.0,489.0,600.0,252.0,103.0,193.0,97.0,26.0,21.0,13.0,68.0,77.6,589.0,687.0,364.0,10.0,72.0,67.0,44.0,18.0,23.0,35.0,104.0,88.0,76.0,79.0,54.0,18.0,68.0,210.0
1712.0,1603.0,1376.0,1022.0,728.0,141.0,354.0,222.0,465.0,576.0,803.0,912.0,466.0,728.0,434.0,440.0,388.0,293.0,343.0,485.0,594.0,257.0,101.0,189.0,92.0,26.0,21.0,13.0,67.0,70.8,471.0,397.0,297.0,6.0,56.0,74.0,51.0,39.0,39.0,25.0,125.0,88.0,70.0,51.0,46.0,12.0,77.0,210.0
1764.0,1652.0,1445.0,1104.0,812.0,133.0,341.0,271.0,485.0,612.0,819.0,930.0,474.0,723.0,418.0,432.0,374.0,244.0,342.0,502.0,629.0,270.0,106.0,192.0,89.0,24.0,20.0,14.0,80.0,68.3,491.0,196.0,287.0,6.0,79.0,73.0,44.0,30.0,38.0,45.0,104.0,76.0,56.0,76.0,46.0,11.0,52.0,260.0
1677.0,1570.0,1391.0,1026.0,741.0,148.0,366.0,206.0,467.0,572.0,750.0,857.0,445.0,705.0,510.0,442.0,388.0,271.0,334.0,502.0,616.0,249.0,102.0,183.0,91.0,23.0,18.0,12.0,64.0,71.6,569.0,373.0,345.0,9.0,62.0,63.0,44.0,15.0,37.0,32.0,106.0,74.0,61.0,78.0,53.0,25.0,61.0,210.0
1866.0,1730.0,1507.0,1149.0,841.0,162.0,359.0,264.0,507.0,623.0,846.0,982.0,487.0,759.0,437.0,472.0,356.0,215.0,356.0,514.0,650.0,280.0,107.0,198.0,95.0,26.0,19.0,13.0,68.0,73.6,520.0,451.0,357.0,6.0,75.0,71.0,44.0,25.0,42.0,47.0,106.0,90.0,75.0,81.0,40.0,18.0,67.0,210.0
1741.0,1630.0,1420.0,1086.0,788.0,144.0,335.0,264.0,467.0,598.0,808.0,919.0,475.0,676.0,506.0,461.0,368.0,266.0,349.0,509.0,625.0,260.0,110.0,202.0,93.0,25.0,18.0,12.0,69.0,74.6,471.0,437.0,337.0,6.0,53.0,68.0,41.0,18.0,22.0,25.0,86.0,65.0,79.0,55.0,47.0,17.0,35.0,170.0
1917.0,1797.0,1585.0,1189.0,852.0,146.0,396.0,291.0,516.0,687.0,899.0,1019.0,496.0,805.0,423.0,439.0,388.0,213.0,365.0,516.0,638.0,271.0,108.0,196.0,97.0,26.0,18.0,13.0,68.0,73.9,559.0,603.0,307.0,15.0,68.0,63.0,52.0,19.0,36.0,37.0,85.0,96.0,71.0,74.0,45.0,7.0,66.0,210.0
1650.0,1534.0,1356.0,1069.0,779.0,168.0,287.0,325.0,411.0,612.0,790.0,906.0,417.0,598.0,443.0,435.0,405.0,213.0,302.0,473.0,589.0,223.0,86.0,168.0,76.0,19.0,15.0,12.0,59.0,64.1,353.0,343.0,250.0,8.0,68.0,66.0,36.0,18.0,28.0,38.0,76.0,88.0,72.0,73.0,34.0,25.0,59.0,170.0
1815.0,1708.0,1505.0,1124.0,828.0,139.0,381.0,264.0,482.0,645.0,848.0,955.0,468.0,741.0,450.0,421.0,366.0,251.0,336.0,509.0,641.0,252.0,89.0,188.0,91.0,24.0,21.0,13.0,68.0,71.7,451.0,334.0,244.0,8.0,59.0,50.0,34.0,19.0,19.0,28.0,93.0,89.0,58.0,66.0,45.0,13.0,48.0,260.0
1579.0,1478.0,1314.0,968.0,683.0,126.0,346.0,213.0,460.0,558.0,723.0,823.0,453.0,748.0,429.0,402.0,356.0,277.0,348.0,449.0,574.0,247.0,96.0,192.0,90.0,26.0,20.0,13.0,66.0,58.3,412.0,373.0,271.0,7.0,51.0,44.0,41.0,32.0,28.0,22.0,115.0,73.0,50.0,61.0,37.0,8.0,55.0,170.0
1628.0,1534.0,1334.0,992.0,732.0,146.0,342.0,194.0,460.0,536.0,736.0,830.0,453.0,699.0,518.0,391.0,423.0,351.0,327.0,507.0,607.0,233.0,96.0,179.0,76.0,20.0,16.0,13.0,62.0,77.1,216.0,289.0,244.0,4.0,49.0,57.0,43.0,25.0,38.0,26.0,100.0,82.0,67.0,83.0,53.0,12.0,47.0,120.0
1686.0,1592.0,1374.0,1034.0,768.0,177.0,340.0,227.0,467.0,567.0,785.0,879.0,448.0,710.0,523.0,455.0,433.0,300.0,329.0,511.0,634.0,252.0,94.0,187.0,81.0,23.0,19.0,12.0,66.0,79.8,284.0,231.0,201.0,4.0,62.0,64.0,35.0,15.0,37.0,41.0,94.0,87.0,68.0,66.0,43.0,18.0,47.0,170.0
1516.0,1429.0,1253.0,934.0,676.0,146.0,320.0,212.0,384.0,531.0,707.0,794.0,406.0,703.0,460.0,415.0,418.0,360.0,294.0,509.0,625.0,247.0,97.0,172.0,84.0,25.0,20.0,12.0,76.0,75.5,255.0,216.0,201.0,4.0,62.0,66.0,48.0,19.0,36.0,20.0,119.0,76.0,80.0,49.0,32.0,21.0,62.0,170.0
1891.0,1790.0,1561.0,1202.0,875.0,173.0,359.0,270.0,527.0,629.0,859.0,959.0,513.0,790.0,525.0,473.0,408.0,284.0,389.0,558.0,683.0,267.0,106.0,200.0,97.0,24.0,19.0,13.0,62.0,87.6,667.0,530.0,492.0,7.0,52.0,59.0,29.0,14.0,47.0,38.0,98.0,100.0,69.0,77.0,45.0,25.0,54.0,120.0
1686.0,1581.0,1389.0,1086.0,774.0,168.0,303.0,258.0,451.0,560.0,752.0,857.0,454.0,674.0,493.0,446.0,466.0,271.0,342.0,538.0,641.0,256.0,94.0,188.0,76.0,20.0,14.0,13.0,59.0,76.9,284.0,373.0,242.0,6.0,59.0,66.0,33.0,31.0,35.0,33.0,81.0,68.0,72.0,72.0,28.0,28.0,44.0,210.0
1779.0,1659.0,1463.0,1127.0,774.0,146.0,336.0,309.0,469.0,645.0,841.0,961.0,482.0,736.0,497.0,468.0,386.0,224.0,358.0,467.0,585.0,264.0,97.0,200.0,91.0,23.0,18.0,14.0,66.0,73.2,540.0,441.0,302.0,8.0,71.0,70.0,57.0,13.0,29.0,33.0,108.0,109.0,54.0,81.0,46.0,24.0,61.0,260.0
1788.0,1679.0,1467.0,1103.0,792.0,144.0,365.0,234.0,485.0,598.0,810.0,919.0,489.0,752.0,521.0,454.0,390.0,260.0,368.0,516.0,632.0,264.0,100.0,191.0,87.0,24.0,18.0,13.0,68.0,75.0,471.0,343.0,337.0,4.0,58.0,61.0,28.0,21.0,41.0,37.0,97.0,65.0,59.0,67.0,40.0,12.0,44.0,170.0
1703.0,1601.0,1403.0,1035.0,739.0,128.0,368.0,197.0,482.0,565.0,763.0,866.0,471.0,768.0,473.0,414.0,376.0,295.0,340.0,498.0,647.0,272.0,109.0,196.0,94.0,25.0,19.0,14.0,77.0,72.6,412.0,353.0,311.0,8.0,65.0,62.0,30.0,30.0,18.0,20.0,97.0,58.0,59.0,66.0,38.0,13.0,62.0,210.0
1706.0,1583.0,1383.0,1043.0,770.0,133.0,340.0,229.0,467.0,569.0,770.0,892.0,451.0,723.0,466.0,428.0,379.0,242.0,340.0,476.0,600.0,249.0,99.0,194.0,90.0,25.0,19.0,12.0,70.0,64.9,500.0,476.0,346.0,6.0,71.0,78.0,51.0,18.0,34.0,29.0,114.0,70.0,62.0,64.0,44.0,22.0,66.0,210.0
1788.0,1690.0,1463.0,1097.0,756.0,159.0,366.0,205.0,514.0,572.0,799.0,897.0,502.0,814.0,537.0,477.0,450.0,371.0,364.0,538.0,672.0,293.0,106.0,199.0,90.0,26.0,21.0,13.0,71.0,93.1,530.0,348.0,318.0,7.0,51.0,57.0,30.0,20.0,22.0,21.0,104.0,32.0,34.0,62.0,32.0,22.0,47.0,210.0
1764.0,1637.0,1476.0,1136.0,819.0,137.0,340.0,265.0,494.0,605.0,765.0,892.0,491.0,716.0,474.0,429.0,386.0,300.0,360.0,489.0,614.0,265.0,99.0,202.0,93.0,24.0,19.0,13.0,76.0,73.6,491.0,353.0,243.0,8.0,70.0,71.0,37.0,17.0,26.0,34.0,91.0,87.0,77.0,67.0,34.0,16.0,49.0,170.0
1719.0,1617.0,1420.0,1051.0,759.0,115.0,370.0,204.0,469.0,574.0,770.0,872.0,479.0,783.0,423.0,433.0,364.0,282.0,365.0,505.0,627.0,267.0,103.0,183.0,96.0,27.0,19.0,11.0,77.0,63.2,284.0,250.0,206.0,5.0,62.0,61.0,40.0,20.0,22.0,29.0,93.0,84.0,60.0,47.0,39.0,17.0,58.0,170.0
1494.0,1383.0,1195.0,893.0,658.0,126.0,302.0,209.0,380.0,511.0,699.0,810.0,387.0,623.0,520.0,425.0,414.0,342.0,303.0,456.0,565.0,220.0,83.0,154.0,72.0,19.0,15.0,10.0,60.0,69.6,216.0,231.0,216.0,5.0,62.0,54.0,39.0,9.0,21.0,32.0,93.0,111.0,73.0,63.0,39.0,16.0,53.0,170.0
1596.0,1498.0,1331.0,990.0,761.0,133.0,341.0,219.0,431.0,560.0,728.0,826.0,404.0,656.0,450.0,389.0,408.0,331.0,290.0,467.0,589.0,238.0,85.0,165.0,74.0,21.0,16.0,13.0,76.0,68.4,206.0,206.0,177.0,3.0,51.0,58.0,35.0,23.0,23.0,29.0,101.0,86.0,56.0,67.0,48.0,17.0,56.0,210.0
1695.0,1596.0,1383.0,1055.0,763.0,177.0,327.0,246.0,449.0,574.0,788.0,886.0,468.0,745.0,568.0,495.0,434.0,389.0,345.0,520.0,638.0,252.0,107.0,194.0,99.0,28.0,20.0,13.0,76.0,97.8,491.0,471.0,298.0,6.0,52.0,65.0,29.0,21.0,19.0,19.0,115.0,87.0,54.0,62.0,41.0,9.0,47.0,170.0
1561.0,1467.0,1307.0,955.0,716.0,146.0,352.0,189.0,429.0,540.0,701.0,794.0,417.0,736.0,482.0,390.0,400.0,349.0,306.0,502.0,612.0,228.0,100.0,162.0,81.0,21.0,17.0,11.0,67.0,62.1,255.0,206.0,184.0,5.0,51.0,55.0,51.0,17.0,19.0,26.0,134.0,70.0,44.0,66.0,43.0,13.0,57.0,170.0
1730.0,1612.0,1447.0,1092.0,754.0,110.0,355.0,205.0,487.0,560.0,725.0,843.0,481.0,730.0,517.0,488.0,424.0,326.0,357.0,520.0,667.0,273.0,105.0,191.0,97.0,26.0,19.0,14.0,79.0,84.0,432.0,338.0,276.0,7.0,72.0,71.0,30.0,42.0,34.0,40.0,101.0,85.0,56.0,68.0,43.0,17.0,53.0,170.0
1744.0,1646.0,1438.0,1061.0,761.0,135.0,377.0,199.0,476.0,576.0,783.0,881.0,492.0,777.0,451.0,419.0,381.0,277.0,360.0,509.0,623.0,259.0,99.0,189.0,93.0,24.0,20.0,12.0,83.0,74.4,275.0,363.0,374.0,4.0,60.0,53.0,40.0,33.0,17.0,19.0,107.0,55.0,53.0,50.0,33.0,28.0,50.0,170.0
1723.0,1617.0,1414.0,1079.0,765.0,150.0,335.0,248.0,465.0,583.0,785.0,892.0,462.0,743.0,517.0,449.0,476.0,342.0,343.0,511.0,629.0,260.0,93.0,198.0,88.0,23.0,19.0,14.0,67.0,86.9,294.0,162.0,164.0,3.0,48.0,53.0,31.0,14.0,22.0,25.0,106.0,49.0,28.0,33.0,37.0,17.0,43.0,120.0
1632.0,1527.0,1336.0,1008.0,739.0,155.0,328.0,228.0,420.0,556.0,748.0,852.0,404.0,627.0,435.0,394.0,404.0,208.0,293.0,489.0,607.0,226.0,89.0,169.0,78.0,20.0,16.0,11.0,61.0,58.1,353.0,481.0,259.0,5.0,80.0,69.0,41.0,12.0,40.0,31.0,114.0,87.0,66.0,79.0,38.0,26.0,58.0,170.0
1556.0,1438.0,1282.0,976.0,676.0,119.0,306.0,205.0,447.0,511.0,667.0,785.0,432.0,690.0,433.0,401.0,365.0,320.0,321.0,518.0,627.0,250.0,93.0,177.0,80.0,21.0,19.0,12.0,66.0,56.6,275.0,132.0,124.0,4.0,68.0,77.0,28.0,25.0,33.0,31.0,122.0,82.0,69.0,75.0,52.0,28.0,52.0,120.0
1672.0,1561.0,1389.0,1042.0,783.0,146.0,347.0,229.0,451.0,576.0,748.0,859.0,454.0,736.0,486.0,417.0,477.0,306.0,337.0,518.0,645.0,251.0,95.0,177.0,88.0,24.0,21.0,11.0,70.0,85.8,294.0,324.0,297.0,6.0,67.0,61.0,45.0,14.0,26.0,40.0,112.0,88.0,75.0,68.0,37.0,17.0,64.0,170.0
1608.0,1503.0,1278.0,957.0,696.0,121.0,320.0,198.0,445.0,518.0,743.0,848.0,447.0,667.0,492.0,387.0,379.0,324.0,327.0,458.0,589.0,250.0,96.0,178.0,82.0,19.0,14.0,12.0,71.0,66.6,235.0,284.0,261.0,4.0,59.0,61.0,37.0,13.0,39.0,37.0,121.0,84.0,74.0,61.0,47.0,29.0,61.0,120.0
1848.0,1723.0,1516.0,1169.0,850.0,162.0,347.0,314.0,487.0,661.0,868.0,993.0,468.0,752.0,496.0,483.0,381.0,257.0,353.0,520.0,650.0,254.0,98.0,186.0,92.0,24.0,19.0,12.0,63.0,80.4,589.0,559.0,438.0,9.0,57.0,57.0,48.0,21.0,38.0,39.0,89.0,65.0,63.0,71.0,47.0,16.0,47.0,210.0
1654.0,1563.0,1338.0,983.0,716.0,146.0,355.0,163.0,462.0,518.0,743.0,834.0,473.0,725.0,477.0,414.0,391.0,268.0,342.0,471.0,592.0,251.0,101.0,175.0,89.0,23.0,18.0,12.0,72.0,72.7,383.0,441.0,370.0,9.0,74.0,78.0,39.0,13.0,51.0,44.0,100.0,84.0,51.0,58.0,45.0,17.0,47.0,120.0
1723.0,1617.0,1432.0,1087.0,803.0,146.0,344.0,241.0,476.0,585.0,770.0,877.0,456.0,721.0,446.0,423.0,366.0,277.0,324.0,518.0,632.0,261.0,106.0,187.0,84.0,24.0,19.0,12.0,65.0,67.2,284.0,206.0,238.0,5.0,64.0,69.0,26.0,26.0,29.0,28.0,103.0,95.0,69.0,76.0,41.0,30.0,58.0,170.0
1503.0,1403.0,1227.0,929.0,665.0,135.0,298.0,196.0,393.0,494.0,670.0,770.0,408.0,672.0,417.0,362.0,356.0,271.0,301.0,476.0,572.0,226.0,80.0,167.0,77.0,22.0,18.0,10.0,67.0,56.9,216.0,191.0,156.0,4.0,57.0,66.0,40.0,29.0,23.0,19.0,97.0,73.0,71.0,45.0,32.0,19.0,45.0,170.0
1770.0,1661.0,1454.0,1087.0,788.0,148.0,367.0,249.0,482.0,616.0,823.0,932.0,475.0,759.0,523.0,474.0,400.0,333.0,354.0,498.0,618.0,267.0,97.0,188.0,89.0,22.0,17.0,13.0,69.0,86.7,491.0,584.0,445.0,7.0,67.0,63.0,33.0,43.0,32.0,36.0,100.0,76.0,57.0,72.0,50.0,14.0,56.0,170.0
